lat,cdf
6.612,6.8791531597361e-08
6.65,2.0637459479208e-07
6.737,3.439576579868e-07
6.738,4.8154072118152e-07
6.75,1.1006645055578e-06
6.762,1.1694560371551e-06
6.763,1.2382475687525e-06
11.512,2.2013290111155e-06
11.513,3.1644104534786e-06
11.525,4.3338664906337e-06
11.8,4.4026580222311e-06
11.875,4.4714495538284e-06
11.887,4.5402410854258e-06
12.012,6.0536547805677e-06
12.013,7.5670684757097e-06
12.3,7.635860007307e-06
12.375,7.7046515389044e-06
12.387,7.7734430705018e-06
12.388,7.8422346020991e-06
12.825,7.9110261336965e-06
12.925,7.9798176652938e-06
13.762,9.2180652340463e-06
13.763,1.0387521271201e-05
13.775,1.0731478929188e-05
13.787,1.0800270460786e-05
13.8,1.0869061992383e-05
13.825,1.1144228118772e-05
13.837,1.1419394245162e-05
13.838,1.1694560371551e-05
13.875,1.1832143434746e-05
16.3,1.3827097851069e-05
16.312,1.4446221635446e-05
16.313,1.5065345419822e-05
16.338,1.5134136951419e-05
16.35,1.5271720014614e-05
16.412,1.5340511546211e-05
16.413,1.5409303077809e-05
16.425,1.5684469204198e-05
16.525,1.8298547404898e-05
16.537,1.8711296594482e-05
16.538,1.9124045784066e-05
16.587,1.9192837315664e-05
16.613,1.9261628847261e-05
16.625,1.9330420378858e-05
16.85,1.9399211910456e-05
16.875,1.9468003442053e-05
16.913,1.953679497365e-05
16.925,1.9880752631637e-05
16.937,1.9949544163235e-05
18.9,2.0018335694832e-05
18.937,2.0224710289624e-05
18.938,2.0499876416013e-05
18.95,2.3389120743103e-05
18.962,2.3664286869492e-05
18.963,2.3870661464284e-05
19.037,2.4008244527479e-05
19.038,2.4077036059076e-05
19.512,2.4145827590674e-05
19.588,2.4214619122271e-05
20.887,2.4283410653868e-05
24.213,2.4352202185466e-05
25.213,2.4420993717063e-05
25.225,2.4627368311855e-05
27.475,2.4696159843452e-05
30.362,2.476495137505e-05
30.788,2.4833742906647e-05
35.863,2.4902534438245e-05
37.125,2.4971325969842e-05
37.237,2.5315283627829e-05
37.238,2.5659241285816e-05
37.25,2.60719904754e-05
41.962,2.6209573538594e-05
41.963,2.6278365070192e-05
42.1,2.6484739664984e-05
42.175,2.6622322728179e-05
42.263,2.6691114259776e-05
42.275,2.6828697322971e-05
42.337,2.6897488854568e-05
42.338,2.6966280386165e-05
42.35,2.7172654980957e-05
42.5,2.7310238044152e-05
42.537,2.737902957575e-05
42.612,2.7447821107347e-05
42.613,2.7516612638944e-05
42.625,2.7585404170542e-05
42.687,2.7654195702139e-05
42.688,2.7722987233736e-05
42.775,2.7860570296931e-05
42.8,2.7929361828528e-05
42.887,2.7998153360126e-05
42.888,2.8135736423321e-05
42.962,2.8204527954918e-05
42.963,2.8273319486515e-05
43.05,2.8342111018113e-05
43.062,2.841090254971e-05
43.063,2.8479694081307e-05
43.15,2.8686068676099e-05
43.225,2.8823651739294e-05
43.3,2.8892443270891e-05
43.312,2.8961234802489e-05
43.313,2.9030026334086e-05
43.412,2.9098817865684e-05
43.413,2.9236400928878e-05
43.425,2.9373983992073e-05
43.562,2.944277552367e-05
43.587,2.9511567055268e-05
43.588,2.9580358586865e-05
46.512,2.9786733181657e-05
46.513,2.9993107776449e-05
46.812,3.0061899308047e-05
46.813,3.0130690839644e-05
46.825,3.0199482371241e-05
46.837,3.0474648497631e-05
46.838,3.074981462402e-05
46.85,3.0818606155618e-05
46.962,3.0887397687215e-05
47.088,3.0956189218812e-05
47.137,3.102498075041e-05
47.138,3.1093772282007e-05
47.15,3.1231355345202e-05
47.262,3.1300146876799e-05
47.3,3.1368938408396e-05
47.313,3.1437729939994e-05
47.337,3.1506521471591e-05
47.338,3.1575313003189e-05
47.35,3.1644104534786e-05
47.575,3.1781687597981e-05
47.587,3.1850479129578e-05
47.588,3.1988062192773e-05
47.6,3.205685372437e-05
47.675,3.2125645255967e-05
47.762,3.2194436787565e-05
47.763,3.2263228319162e-05
47.788,3.233201985076e-05
47.8,3.2400811382357e-05
47.812,3.2469602913954e-05
47.813,3.2538394445552e-05
47.938,3.2607185977149e-05
47.95,3.2675977508746e-05
47.962,3.2813560571941e-05
47.963,3.2951143635136e-05
48.387,3.3019935166733e-05
48.487,3.308872669833e-05
48.488,3.3157518229928e-05
48.5,3.3226309761525e-05
48.587,3.3295101293123e-05
48.588,3.3432684356317e-05
48.6,3.3501475887915e-05
48.625,3.3639058951109e-05
48.65,3.3776642014304e-05
48.7,3.3983016609096e-05
48.825,3.4120599672291e-05
48.837,3.4189391203888e-05
48.838,3.4258182735486e-05
48.925,3.4326974267083e-05
49,3.439576579868e-05
49.012,3.4464557330278e-05
49.013,3.4533348861875e-05
49.062,3.467093192507e-05
49.063,3.4808514988265e-05
49.075,3.4877306519862e-05
49.237,3.4946098051459e-05
49.238,3.5014889583057e-05
49.3,3.5152472646251e-05
49.337,3.5221264177849e-05
49.363,3.5290055709446e-05
49.438,3.5358847241043e-05
49.45,3.5427638772641e-05
49.5,3.5565221835835e-05
49.537,3.5634013367433e-05
49.6,3.570280489903e-05
49.613,3.5771596430628e-05
49.662,3.5840387962225e-05
49.675,3.5909179493822e-05
49.7,3.597797102542e-05
49.787,3.6046762557017e-05
49.788,3.6184345620212e-05
49.9,3.6390720215004e-05
49.962,3.6459511746601e-05
49.963,3.6528303278199e-05
50.025,3.6665886341393e-05
50.05,3.6734677872991e-05
50.1,3.7835342378548e-05
